# Program:featureCounts v2.1.1; Command:"featureCounts" "-T" "2" "-p" "--countReadPairs" "-s" "0" "-t" "exon" "-g" "gene_id" "-a" "/proj/uppmax2026-1-61/nobackup/work/tede0387/8_Structural-Annotation/braker3/braker3_output/braker.gtf" "-o" "/proj/uppmax2026-1-61/nobackup/work/tede0387/10_Gene-Quantification/counts.txt" "/proj/uppmax2026-1-61/nobackup/work/tede0387/7_RNA-Mapping/updated_hisat2/bam/Control_1.sorted.bam" "/proj/uppmax2026-1-61/nobackup/work/tede0387/7_RNA-Mapping/updated_hisat2/bam/Control_2.sorted.bam" "/proj/uppmax2026-1-61/nobackup/work/tede0387/7_RNA-Mapping/updated_hisat2/bam/Control_3.sorted.bam" "/proj/uppmax2026-1-61/nobackup/work/tede0387/7_RNA-Mapping/updated_hisat2/bam/Heat_1.sorted.bam" "/proj/uppmax2026-1-61/nobackup/work/tede0387/7_RNA-Mapping/updated_hisat2/bam/Heat_2.sorted.bam" "/proj/uppmax2026-1-61/nobackup/work/tede0387/7_RNA-Mapping/updated_hisat2/bam/Heat_3.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	/proj/uppmax2026-1-61/nobackup/work/tede0387/7_RNA-Mapping/updated_hisat2/bam/Control_1.sorted.bam	/proj/uppmax2026-1-61/nobackup/work/tede0387/7_RNA-Mapping/updated_hisat2/bam/Control_2.sorted.bam	/proj/uppmax2026-1-61/nobackup/work/tede0387/7_RNA-Mapping/updated_hisat2/bam/Control_3.sorted.bam	/proj/uppmax2026-1-61/nobackup/work/tede0387/7_RNA-Mapping/updated_hisat2/bam/Heat_1.sorted.bam	/proj/uppmax2026-1-61/nobackup/work/tede0387/7_RNA-Mapping/updated_hisat2/bam/Heat_2.sorted.bam	/proj/uppmax2026-1-61/nobackup/work/tede0387/7_RNA-Mapping/updated_hisat2/bam/Heat_3.sorted.bam
g1025	contig_31_pilon	1735606	1736805	-	1200	1	0	2	0	0	0
g1026	contig_31_pilon	1737928	1738302	-	375	0	0	0	0	0	0
g1027	contig_31_pilon	1739833	1740258	-	426	0	0	0	0	0	0
g1028	contig_31_pilon;contig_31_pilon;contig_31_pilon;contig_31_pilon;contig_31_pilon;contig_31_pilon;contig_31_pilon;contig_31_pilon;contig_31_pilon	1746326;1747207;1747395;1747727;1748101;1748265;1748763;1749308;1750004	1746862;1747263;1747491;1747818;1748146;1748419;1748991;1749384;1750168	-;-;-;-;-;-;-;-;-	1455	209	314	374	96	101	148
g1029	contig_31_pilon;contig_31_pilon;contig_31_pilon;contig_31_pilon;contig_31_pilon;contig_31_pilon;contig_31_pilon;contig_31_pilon;contig_31_pilon;contig_31_pilon;contig_31_pilon;contig_31_pilon;contig_31_pilon;contig_31_pilon;contig_31_pilon;contig_31_pilon;contig_31_pilon;contig_31_pilon;contig_31_pilon;contig_31_pilon;contig_31_pilon;contig_31_pilon;contig_31_pilon	1754753;1756524;1757090;1757264;1757526;1757860;1758224;1758632;1759165;1759485;1759885;1760148;1760515;1760780;1761108;1761511;1761699;1761982;1762225;1762597;1763087;1763616;1764705	1756126;1756805;1757137;1757314;1757648;1758000;1758457;1758811;1759350;1759631;1759992;1760252;1760619;1760842;1761175;1761592;1761758;1762035;1762290;1762649;1763176;1763713;1765036	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	4050	443	731	497	203	74	190
g1030	contig_31_pilon;contig_31_pilon;contig_31_pilon;contig_31_pilon;contig_31_pilon;contig_31_pilon	1774515;1775456;1775808;1776167;1776556;1776804	1774878;1775556;1775905;1776408;1776608;1777010	+;+;+;+;+;+	1065	645	680	701	820	839	767
g1031	contig_31_pilon;contig_31_pilon;contig_31_pilon;contig_31_pilon	1784252;1784965;1785441;1785699	1784569;1785136;1785517;1785863	+;+;+;+	732	150	150	168	57	16	112
g1032	contig_31_pilon;contig_31_pilon;contig_31_pilon;contig_31_pilon;contig_31_pilon;contig_31_pilon;contig_31_pilon;contig_31_pilon;contig_31_pilon;contig_31_pilon;contig_31_pilon;contig_31_pilon;contig_31_pilon;contig_31_pilon;contig_31_pilon;contig_31_pilon;contig_31_pilon;contig_31_pilon;contig_31_pilon;contig_31_pilon;contig_31_pilon	1789464;1789464;1789704;1789704;1790308;1790308;1790528;1790528;1791083;1791083;1791381;1791381;1791730;1791730;1792000;1792000;1792214;1792214;1792547;1792547;1792735	1789592;1789592;1789904;1789904;1790419;1790419;1790928;1790928;1791136;1791136;1791485;1791485;1791804;1791804;1792044;1792044;1792413;1792342;1792598;1792651;1792806	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	1499	303	566	429	344	189	381
g1033	contig_31_pilon;contig_31_pilon	1794176;1794785	1794194;1794963	+;+	198	132	67	64	124	104	143
g1034	contig_31_pilon;contig_31_pilon;contig_31_pilon;contig_31_pilon;contig_31_pilon;contig_31_pilon;contig_31_pilon	1795077;1795777;1796266;1796479;1796903;1797355;1797637	1795296;1795847;1796347;1796594;1796980;1797483;1797696	+;+;+;+;+;+;+	756	726	675	544	875	518	823
g1035	contig_31_pilon;contig_31_pilon;contig_31_pilon;contig_31_pilon;contig_31_pilon;contig_31_pilon;contig_31_pilon;contig_31_pilon;contig_31_pilon;contig_31_pilon;contig_31_pilon;contig_31_pilon;contig_31_pilon;contig_31_pilon;contig_31_pilon;contig_31_pilon;contig_31_pilon	1799189;1799391;1799596;1800077;1800503;1800855;1801134;1801505;1801719;1801982;1802382;1802690;1803097;1803540;1803874;1804119;1804583	1799266;1799447;1799672;1800152;1800635;1800896;1801219;1801564;1801791;1802070;1802463;1802749;1803240;1803620;1803950;1804205;1804945	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	1665	3572	625	821	1520	2087	2202
g1036	contig_31_pilon;contig_31_pilon;contig_31_pilon;contig_31_pilon;contig_31_pilon;contig_31_pilon;contig_31_pilon;contig_31_pilon;contig_31_pilon;contig_31_pilon;contig_31_pilon;contig_31_pilon;contig_31_pilon;contig_31_pilon;contig_31_pilon;contig_31_pilon;contig_31_pilon;contig_31_pilon;contig_31_pilon;contig_31_pilon;contig_31_pilon;contig_31_pilon;contig_31_pilon	1806529;1806529;1806975;1806975;1807570;1807570;1807976;1807976;1808386;1808386;1808876;1808876;1809346;1809346;1809740;1809740;1809955;1809955;1810370;1810370;1810790;1810790;1811216	1806628;1806628;1807209;1807209;1807730;1807730;1808121;1808121;1808448;1808448;1808968;1808968;1809507;1809507;1809870;1809870;1810017;1810017;1810536;1810536;1811124;1811105;1811258	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	1699	630	466	522	769	337	889
g1037	contig_31_pilon;contig_31_pilon;contig_31_pilon;contig_31_pilon;contig_31_pilon;contig_31_pilon;contig_31_pilon;contig_31_pilon;contig_31_pilon;contig_31_pilon;contig_31_pilon;contig_31_pilon;contig_31_pilon;contig_31_pilon	1813828;1814819;1815266;1815691;1816086;1816449;1816831;1817136;1817662;1818009;1818226;1818544;1818976;1819434	1814030;1814978;1815343;1815758;1816176;1816565;1816944;1817315;1817741;1818048;1818333;1818624;1819098;1819568	+;+;+;+;+;+;+;+;+;+;+;+;+;+	1578	634	574	447	624	542	645
g1038	contig_31_pilon	1822848	1823282	+	435	0	0	0	0	0	0
g1039	contig_31_pilon;contig_31_pilon;contig_31_pilon;contig_31_pilon;contig_31_pilon;contig_31_pilon;contig_31_pilon;contig_31_pilon;contig_31_pilon;contig_31_pilon;contig_31_pilon;contig_31_pilon;contig_31_pilon;contig_31_pilon;contig_31_pilon;contig_31_pilon;contig_31_pilon;contig_31_pilon;contig_31_pilon;contig_31_pilon;contig_31_pilon;contig_31_pilon;contig_31_pilon;contig_31_pilon;contig_31_pilon;contig_31_pilon;contig_31_pilon;contig_31_pilon;contig_31_pilon;contig_31_pilon;contig_31_pilon;contig_31_pilon;contig_31_pilon;contig_31_pilon;contig_31_pilon;contig_31_pilon;contig_31_pilon;contig_31_pilon;contig_31_pilon;contig_31_pilon;contig_31_pilon;contig_31_pilon;contig_31_pilon;contig_31_pilon	1834660;1834660;1835316;1835316;1835605;1835605;1835954;1835954;1836207;1836213;1836493;1836493;1836670;1836670;1836869;1836869;1837070;1837070;1837483;1837483;1837873;1837873;1838410;1838410;1838782;1838782;1839066;1839066;1839305;1839305;1839961;1839961;1840352;1840352;1840576;1840576;1840801;1840801;1841147;1841147;1841405;1841405;1841773;1841773	1835048;1835048;1835436;1835436;1835693;1835693;1836038;1836038;1836372;1836372;1836569;1836569;1836723;1836723;1836959;1836959;1837371;1837371;1837764;1837764;1838189;1838189;1838674;1838674;1838938;1838938;1839209;1839209;1839825;1839825;1840251;1840251;1840435;1840435;1840709;1840709;1841028;1841028;1841318;1841318;1841659;1841659;1842045;1842045	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	4497	519	472	880	65	41	104
g1040	contig_31_pilon	1842929	1843393	-	465	0	0	3	3	0	20
g1041	contig_31_pilon;contig_31_pilon	1844497;1845627	1845059;1846437	-;-	1374	36	85	56	104	43	185
g1042	contig_31_pilon	1858756	1859421	-	666	0	0	0	0	0	0
g1043	contig_31_pilon	1858943	1859452	-	510	4	2	5	0	0	0
g1044	contig_31_pilon;contig_31_pilon;contig_31_pilon;contig_31_pilon;contig_31_pilon;contig_31_pilon;contig_31_pilon;contig_31_pilon;contig_31_pilon;contig_31_pilon;contig_31_pilon	1859734;1859734;1860481;1860481;1861332;1861332;1861668;1861668;1862452;1862813;1862813	1860377;1860377;1861198;1861198;1861429;1861429;1862070;1862070;1862587;1862814;1862947	+;+;+;+;+;+;+;+;+;+;+	2134	943	674	566	258	135	226
g1045	contig_31_pilon	1872974	1873270	-	297	0	0	1	0	0	0
g1046	contig_31_pilon;contig_31_pilon;contig_31_pilon;contig_31_pilon;contig_31_pilon;contig_31_pilon;contig_31_pilon;contig_31_pilon;contig_31_pilon;contig_31_pilon;contig_31_pilon;contig_31_pilon;contig_31_pilon;contig_31_pilon;contig_31_pilon;contig_31_pilon;contig_31_pilon;contig_31_pilon;contig_31_pilon;contig_31_pilon;contig_31_pilon;contig_31_pilon;contig_31_pilon;contig_31_pilon;contig_31_pilon;contig_31_pilon;contig_31_pilon;contig_31_pilon;contig_31_pilon;contig_31_pilon;contig_31_pilon;contig_31_pilon;contig_31_pilon;contig_31_pilon;contig_31_pilon;contig_31_pilon;contig_31_pilon;contig_31_pilon;contig_31_pilon;contig_31_pilon;contig_31_pilon;contig_31_pilon;contig_31_pilon;contig_31_pilon;contig_31_pilon;contig_31_pilon;contig_31_pilon;contig_31_pilon;contig_31_pilon;contig_31_pilon;contig_31_pilon;contig_31_pilon;contig_31_pilon;contig_31_pilon;contig_31_pilon;contig_31_pilon;contig_31_pilon;contig_31_pilon;contig_31_pilon;contig_31_pilon;contig_31_pilon	1880800;1880800;1880800;1880800;1880800;1880800;1880800;1881412;1881412;1881412;1881412;1881412;1881723;1881723;1881723;1881723;1881723;1881723;1881723;1881993;1881993;1881993;1881993;1881993;1881993;1881993;1882281;1882281;1882281;1882281;1882281;1882281;1882281;1883205;1883205;1883205;1883205;1883205;1883205;1883205;1884078;1884078;1884078;1884078;1884078;1884078;1884078;1884537;1884537;1884537;1884537;1884537;1884537;1884537;1885038;1885038;1885038;1885038;1885038;1885038;1885038	1881225;1881225;1881225;1881225;1881225;1881225;1881225;1881513;1881513;1881513;1881513;1881513;1881782;1881782;1881782;1881782;1881782;1881782;1881782;1882105;1882102;1882102;1882102;1882102;1882102;1882102;1882418;1882418;1882418;1882418;1882418;1882418;1882418;1883375;1883372;1883372;1883375;1883375;1883375;1883372;1884201;1884201;1884201;1884201;1884201;1884201;1884201;1884594;1884594;1884594;1884594;1884594;1884594;1884594;1885219;1885219;1885219;1885219;1885219;1885783;1885783	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	1938	177	95	214	403	281	143
g1047	contig_31_pilon	1886160	1886408	+	249	108	43	96	168	143	187
g1048	contig_31_pilon;contig_31_pilon;contig_31_pilon;contig_31_pilon;contig_31_pilon;contig_31_pilon;contig_31_pilon;contig_31_pilon;contig_31_pilon;contig_31_pilon;contig_31_pilon;contig_31_pilon;contig_31_pilon;contig_31_pilon;contig_31_pilon;contig_31_pilon;contig_31_pilon;contig_31_pilon;contig_31_pilon;contig_31_pilon;contig_31_pilon;contig_31_pilon;contig_31_pilon;contig_31_pilon;contig_31_pilon;contig_31_pilon;contig_31_pilon;contig_31_pilon;contig_31_pilon;contig_31_pilon;contig_31_pilon;contig_31_pilon;contig_31_pilon;contig_31_pilon	1892291;1892291;1892291;1892291;1892906;1892906;1893216;1893216;1893216;1893216;1893484;1893484;1893484;1893484;1893772;1893772;1893772;1893772;1894696;1894696;1894696;1894696;1895568;1895568;1895568;1895568;1896027;1896027;1896027;1896027;1896529;1896529;1896529;1896529	1892719;1892719;1892719;1892719;1893007;1893007;1893275;1893275;1893275;1893275;1893593;1893593;1893593;1893593;1893909;1893909;1893909;1893909;1894863;1894866;1894863;1894866;1895691;1895691;1895691;1895691;1896084;1896084;1896084;1896084;1896710;1896710;1896710;1896710	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	1374	319	95	445	751	761	412
g1049	contig_31_pilon	1897649	1898086	+	438	94	70	66	187	174	178
g1050	contig_31_pilon;contig_31_pilon;contig_31_pilon;contig_31_pilon;contig_31_pilon;contig_31_pilon;contig_31_pilon;contig_31_pilon;contig_31_pilon;contig_31_pilon;contig_31_pilon;contig_31_pilon;contig_31_pilon;contig_31_pilon;contig_31_pilon;contig_31_pilon	1903083;1903083;1904127;1904127;1904526;1904526;1905165;1905165;1905962;1905962;1906318;1906318;1906770;1906776;1907196;1907196	1903745;1903745;1904370;1904370;1904690;1904690;1905589;1905589;1906162;1906162;1906561;1906561;1906940;1906940;1907557;1907557	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	2475	278	714	721	413	416	423
g1051	contig_31_pilon;contig_31_pilon;contig_31_pilon;contig_31_pilon;contig_31_pilon;contig_31_pilon;contig_31_pilon	1909297;1909683;1910166;1910455;1911064;1911616;1912487	1909374;1909912;1910335;1910809;1911473;1912071;1912725	-;-;-;-;-;-;-	1938	505	424	541	432	205	642
g1052	contig_31_pilon	1915273	1915659	-	387	19	55	48	25	9	48
g1053	contig_31_pilon;contig_31_pilon;contig_31_pilon;contig_31_pilon;contig_31_pilon;contig_31_pilon;contig_31_pilon;contig_31_pilon;contig_31_pilon;contig_31_pilon	1917883;1917886;1918362;1918362;1918658;1918658;1919010;1919010;1919282;1919282	1918043;1918043;1918449;1918449;1918752;1918752;1919086;1919086;1919355;1919355	+;+;+;+;+;+;+;+;+;+	495	475	461	394	486	271	852
g1054	contig_31_pilon;contig_31_pilon;contig_31_pilon;contig_31_pilon;contig_31_pilon;contig_31_pilon;contig_31_pilon;contig_31_pilon;contig_31_pilon;contig_31_pilon;contig_31_pilon;contig_31_pilon;contig_31_pilon;contig_31_pilon;contig_31_pilon;contig_31_pilon;contig_31_pilon;contig_31_pilon;contig_31_pilon;contig_31_pilon;contig_31_pilon;contig_31_pilon;contig_31_pilon;contig_31_pilon;contig_31_pilon;contig_31_pilon;contig_31_pilon;contig_31_pilon;contig_31_pilon;contig_31_pilon;contig_31_pilon;contig_31_pilon;contig_31_pilon;contig_31_pilon;contig_31_pilon;contig_31_pilon;contig_31_pilon;contig_31_pilon;contig_31_pilon;contig_31_pilon	1921732;1921732;1921868;1921868;1922040;1922040;1922295;1922295;1922608;1922608;1923064;1923064;1925866;1925866;1926632;1926632;1927454;1927454;1927782;1927782;1928121;1928121;1928395;1928395;1929041;1929041;1929508;1929571;1930188;1930188;1930553;1930553;1930984;1930984;1931706;1931706;1932310;1932310;1932639;1932639	1921734;1921734;1921945;1921945;1922159;1922159;1922335;1922335;1922819;1922819;1925597;1925597;1926420;1926420;1927024;1927024;1927612;1927612;1927937;1927937;1928278;1928278;1928587;1928587;1929214;1929214;1929803;1929803;1930356;1930356;1930797;1930797;1931266;1931266;1932194;1932194;1932382;1932382;1932934;1932934	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	6627	971	1738	1186	481	123	685
g1055	contig_31_pilon;contig_31_pilon;contig_31_pilon;contig_31_pilon;contig_31_pilon;contig_31_pilon;contig_31_pilon;contig_31_pilon;contig_31_pilon;contig_31_pilon;contig_31_pilon;contig_31_pilon;contig_31_pilon;contig_31_pilon	1936307;1936905;1937356;1937683;1938151;1938567;1938858;1939131;1939380;1939735;1940111;1940367;1940756;1941149	1936406;1937007;1937421;1937806;1938285;1938704;1939013;1939259;1939512;1939862;1940216;1940514;1941040;1941230	+;+;+;+;+;+;+;+;+;+;+;+;+;+	1833	1792	5096	2298	520	347	776
g1056	contig_31_pilon;contig_31_pilon;contig_31_pilon;contig_31_pilon;contig_31_pilon;contig_31_pilon;contig_31_pilon;contig_31_pilon	1955592;1955794;1955975;1956148;1956438;1956680;1956847;1957081	1955675;1955867;1956046;1956271;1956542;1956711;1956957;1957135	-;-;-;-;-;-;-;-	657	4534	1379	2143	5213	8603	2488
g1057	contig_31_pilon;contig_31_pilon;contig_31_pilon;contig_31_pilon;contig_31_pilon;contig_31_pilon;contig_31_pilon;contig_31_pilon;contig_31_pilon;contig_31_pilon;contig_31_pilon;contig_31_pilon;contig_31_pilon;contig_31_pilon;contig_31_pilon;contig_31_pilon;contig_31_pilon;contig_31_pilon;contig_31_pilon;contig_31_pilon;contig_31_pilon;contig_31_pilon;contig_31_pilon;contig_31_pilon;contig_31_pilon;contig_31_pilon;contig_31_pilon;contig_31_pilon;contig_31_pilon;contig_31_pilon;contig_31_pilon;contig_31_pilon;contig_31_pilon	1981873;1981873;1981894;1982331;1982331;1982331;1982649;1982649;1982649;1982906;1982906;1982906;1983150;1983150;1983150;1983469;1983469;1983469;1983725;1983725;1983725;1984099;1984099;1984099;1984427;1984427;1984427;1984869;1984869;1984941;1985177;1985177;1985177	1982194;1982194;1982194;1982563;1982563;1982563;1982739;1982739;1982739;1982982;1982982;1982982;1983220;1983220;1983220;1983548;1983548;1983548;1983897;1983897;1983897;1984217;1984217;1984217;1984553;1984553;1984553;1985072;1985072;1985072;1985257;1985257;1985257	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	1578	196	169	165	180	130	303
g1058	contig_31_pilon;contig_31_pilon;contig_31_pilon;contig_31_pilon;contig_31_pilon;contig_31_pilon;contig_31_pilon;contig_31_pilon;contig_31_pilon;contig_31_pilon;contig_31_pilon;contig_31_pilon;contig_31_pilon;contig_31_pilon	1987284;1987284;1987649;1987649;1987802;1987802;1987997;1987997;1988247;1988247;1988621;1988648;1989273;1989273	1987360;1987360;1987697;1987697;1987862;1987862;1988121;1988121;1988413;1988413;1988864;1988864;1989398;1989398	-;-;-;-;-;-;-;-;-;-;-;-;-;-	849	205	166	196	94	33	76
g1059	contig_31_pilon;contig_31_pilon;contig_31_pilon;contig_31_pilon	1990157;1990651;1990913;1991179	1990358;1990742;1991029;1991421	+;+;+;+	654	321	291	323	380	278	517
g1060	contig_31_pilon;contig_31_pilon	1994713;1995173	1995054;1995436	+;+	606	60	184	211	188	152	92
g1061	contig_31_pilon;contig_31_pilon;contig_31_pilon;contig_31_pilon;contig_31_pilon;contig_31_pilon	1998347;1998847;1999115;1999337;1999581;1999974	1998689;1998911;1999190;1999424;1999665;2000078	-;-;-;-;-;-	762	0	0	0	0	0	0
g1062	contig_31_pilon;contig_31_pilon	2001828;2003568	2002250;2003945	-;-	801	764	835	845	342	466	777
g1063	contig_31_pilon;contig_31_pilon;contig_31_pilon;contig_31_pilon;contig_31_pilon;contig_31_pilon;contig_31_pilon;contig_31_pilon;contig_31_pilon;contig_31_pilon;contig_31_pilon;contig_31_pilon;contig_31_pilon	2005986;2006813;2007177;2007548;2007915;2008228;2008573;2008855;2009040;2009281;2009566;2009776;2009995	2006192;2006900;2007351;2007638;2007950;2008335;2008700;2008903;2009129;2009334;2009631;2009873;2010061	+;+;+;+;+;+;+;+;+;+;+;+;+	1257	946	978	740	544	306	700
g1064	contig_31_pilon;contig_31_pilon;contig_31_pilon;contig_31_pilon;contig_31_pilon;contig_31_pilon;contig_31_pilon;contig_31_pilon;contig_31_pilon;contig_31_pilon	2013011;2014280;2014634;2014911;2015350;2015823;2016492;2017870;2018693;2019147	2013775;2014408;2014786;2015027;2015534;2016086;2017560;2018550;2018753;2019238	+;+;+;+;+;+;+;+;+;+	3516	60	54	61	97	55	131
g1065	contig_31_pilon;contig_31_pilon;contig_31_pilon;contig_31_pilon;contig_31_pilon;contig_31_pilon;contig_31_pilon;contig_31_pilon;contig_31_pilon;contig_31_pilon;contig_31_pilon;contig_31_pilon;contig_31_pilon	2028727;2028964;2029321;2029658;2029971;2030381;2030581;2030781;2031145;2031570;2031995;2032336;2032773	2028840;2029185;2029506;2029763;2030130;2030469;2030633;2030879;2031243;2031862;2032049;2032434;2033375	-;-;-;-;-;-;-;-;-;-;-;-;-	2178	91	226	223	184	91	136
g1066	contig_31_pilon;contig_31_pilon;contig_31_pilon;contig_31_pilon;contig_31_pilon;contig_31_pilon	2042511;2042851;2043152;2043609;2044136;2045097	2042711;2042946;2043405;2043900;2044521;2045382	+;+;+;+;+;+	1515	238	164	186	266	152	322
g1067	contig_31_pilon;contig_31_pilon;contig_31_pilon	2046549;2046832;2047281	2046728;2047181;2047458	+;+;+	708	47	50	81	132	26	125
g1068	contig_31_pilon;contig_31_pilon;contig_31_pilon;contig_31_pilon;contig_31_pilon;contig_31_pilon	2049310;2049691;2050285;2050701;2051001;2051232	2049482;2049856;2050449;2050832;2051065;2051751	-;-;-;-;-;-	1221	583	1715	2536	1182	492	946
g1069	contig_31_pilon	2053764	2054486	+	723	80	330	344	110	59	140
g1070	contig_31_pilon;contig_31_pilon;contig_31_pilon;contig_31_pilon;contig_31_pilon	2091974;2092263;2092441;2092936;2093417	2092072;2092315;2092512;2093017;2093419	-;-;-;-;-	309	384	463	404	347	222	747
g1071	contig_31_pilon	2102177	2102488	-	312	0	0	1	7	0	0
g1072	contig_31_pilon	2127234	2127581	-	348	28	102	166	30	6	23
g1073	contig_31_pilon;contig_31_pilon	2128824;2131729	2129099;2132229	+;+	777	152	691	1058	270	76	150
g1074	contig_31_pilon;contig_31_pilon;contig_31_pilon;contig_31_pilon;contig_31_pilon;contig_31_pilon;contig_31_pilon;contig_31_pilon	2136286;2136937;2137399;2137727;2138036;2138353;2138807;2139084	2136591;2137068;2137458;2137803;2138092;2138419;2138870;2139139	+;+;+;+;+;+;+;+	819	179	186	193	243	143	227
g1075	contig_31_pilon;contig_31_pilon;contig_31_pilon	2144024;2144617;2144896	2144510;2144775;2145020	-;-;-	771	694	1636	1893	350	181	403
g1076	contig_31_pilon;contig_31_pilon;contig_31_pilon	2145058;2145681;2145944	2145486;2145857;2146390	-;-;-	1053	679	1745	1965	299	195	388
g1077	contig_31_pilon;contig_31_pilon	2146454;2147066	2146525;2147461	-;-	468	122	234	274	75	78	83
g1078	contig_31_pilon;contig_31_pilon;contig_31_pilon;contig_31_pilon;contig_31_pilon;contig_31_pilon	2162463;2162857;2163244;2163623;2164016;2164307	2162558;2162973;2163369;2163798;2164150;2164520	-;-;-;-;-;-	864	13030	2720	4407	1364	1990	3285
g1079	contig_31_pilon;contig_31_pilon;contig_31_pilon;contig_31_pilon;contig_31_pilon;contig_31_pilon	2165859;2166353;2166800;2167116;2167879;2168814	2166248;2166525;2166935;2167574;2168174;2169174	-;-;-;-;-;-	1815	507	870	755	564	119	361
g1080	contig_31_pilon;contig_31_pilon;contig_31_pilon;contig_31_pilon;contig_31_pilon;contig_31_pilon;contig_31_pilon;contig_31_pilon	2174366;2174366;2174982;2174985;2175382;2175382;2176862;2176862	2174569;2174569;2175051;2175051;2176760;2176760;2176930;2176930	+;+;+;+;+;+;+;+	1722	612	539	683	814	427	926
g1081	contig_31_pilon;contig_31_pilon;contig_31_pilon;contig_31_pilon	2180150;2181240;2181439;2181840	2180252;2181305;2181527;2182034	+;+;+;+	453	2	0	4	3	19	7
g1082	contig_31_pilon	2195972	2196445	-	474	48	17	41	83	46	65
g1083	contig_31_pilon	2240573	2241007	+	435	0	0	0	0	0	0
g1084	contig_31_pilon	2241550	2242233	+	684	0	0	0	0	0	0
g1085	contig_31_pilon;contig_31_pilon;contig_31_pilon;contig_31_pilon;contig_31_pilon;contig_31_pilon;contig_31_pilon;contig_31_pilon;contig_31_pilon	2245855;2246596;2247436;2247626;2247864;2248557;2248845;2249030;2249340	2246497;2247322;2247502;2247688;2248024;2248632;2248901;2249146;2249537	+;+;+;+;+;+;+;+;+	2109	1203	2018	1568	1050	421	1477
g1086	contig_31_pilon;contig_31_pilon;contig_31_pilon;contig_31_pilon;contig_31_pilon;contig_31_pilon	2251013;2251564;2251810;2252563;2252766;2253083	2251369;2251665;2252412;2252630;2252926;2253153	-;-;-;-;-;-	1362	542	294	364	280	206	330
g1087	contig_31_pilon;contig_31_pilon;contig_31_pilon;contig_31_pilon;contig_31_pilon;contig_31_pilon;contig_31_pilon;contig_31_pilon;contig_31_pilon;contig_31_pilon;contig_31_pilon;contig_31_pilon;contig_31_pilon;contig_31_pilon;contig_31_pilon;contig_31_pilon;contig_31_pilon;contig_31_pilon;contig_31_pilon;contig_31_pilon;contig_31_pilon;contig_31_pilon	2277942;2277942;2278287;2278287;2278555;2278555;2278952;2278952;2279164;2279164;2279375;2279375;2279682;2279682;2280153;2280153;2280459;2280459;2280643;2280643;2280875;2280875	2278169;2278169;2278403;2278403;2278622;2278622;2279040;2279040;2279221;2279221;2279481;2279481;2279805;2279805;2280354;2280354;2280527;2280527;2280696;2280705;2280934;2280934	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	1185	360	498	461	205	153	349
